id,operation,channels_id,geolocation_id
3008,Nacional privado futuro,19,27075
3009,Nacional público,16,27075
3010,Regional público,18,27075
3011,Regional público,17,27075
3012,Nacional privado,14,27075
3013,Nacional privado,15,27075
3014,Nacional privado futuro,19,27077
3015,Nacional privado,14,27077
3016,Nacional privado,15,27077
3017,Nacional público,21,27077
3018,Regional público,17,27077
3019,Nacional privado futuro,27,27099
3020,Nacional público,21,27099
3021,Regional público,17,27099
3022,Nacional privado,14,27099
3023,Nacional privado,15,27099
3024,Nacional público,21,27135
3025,Nacional privado,14,27135
3026,Nacional privado,15,27135
3027,Nacional privado futuro,19,27135
3028,Nacional privado,14,27150
3029,Nacional privado,15,27150
3030,Nacional público,16,27150
3031,Regional público,17,27150
3032,Nacional privado futuro,19,27150
3033,Nacional público,21,27160
3034,Regional público,17,27160
3035,Nacional privado,14,27160
3036,Nacional privado,15,27160
3037,Nacional privado futuro,19,27160
3038,Nacional privado futuro,19,27205
3039,Nacional público,21,27205
3040,Regional público,17,27205
3041,Nacional privado,14,27205
3042,Nacional privado,15,27205
3043,Nacional privado futuro,19,27245
3044,Nacional público,16,27245
3045,Regional público,18,27245
3046,Regional público,17,27245
3047,Nacional privado,14,27245
3048,Nacional privado,15,27245
3049,Nacional privado,14,27250
3050,Nacional privado,15,27250
3051,Nacional público,38,27250
3052,Regional público,17,27250
3053,Nacional privado futuro,19,27250
3054,Nacional privado futuro,19,27361
3055,Nacional público,21,27361
3056,Regional público,25,27361
3057,Regional público,17,27361
3058,Nacional privado,14,27361
3059,Nacional privado,15,27361
3060,Nacional privado futuro,19,27372
3061,Nacional público,16,27372
3062,Regional público,17,27372
3063,Nacional privado,14,27372
3064,Nacional privado,15,27372
3065,Nacional público,21,27413
3066,Regional público,17,27413
3067,Nacional privado,14,27413
3068,Nacional privado,15,27413
3069,Nacional privado futuro,19,27413
3070,Nacional público,21,27425
3071,Regional público,17,27425
3072,Nacional privado,14,27425
3073,Nacional privado,15,27425
3074,Nacional privado futuro,19,27425
3075,Nacional público,21,27430
3076,Regional público,17,27430
3077,Nacional privado,14,27430
3078,Nacional privado,15,27430
3079,Nacional privado futuro,19,27430
3080,Nacional privado,14,27450
3081,Nacional privado,15,27450
3082,Nacional público,21,27450
3083,Regional público,17,27450
3084,Nacional privado futuro,19,27450
3085,Nacional privado,14,27491
3086,Nacional privado,15,27491
3087,Nacional público,38,27491
3088,Regional público,17,27491
3089,Nacional privado futuro,19,27491
3090,Nacional privado,14,27495
3091,Nacional privado,15,27495
3092,Nacional público,21,27495
3093,Regional público,17,27495
3094,Nacional privado futuro,19,27495
3095,Nacional privado,14,27580
3096,Nacional privado,15,27580
3097,Nacional público,21,27580
3098,Regional público,17,27580
3099,Nacional privado futuro,19,27580
3100,Nacional público,21,27600
3101,Regional público,17,27600
3102,Nacional privado,14,27600
3103,Nacional privado,15,27600
3104,Nacional privado futuro,19,27600
3105,Nacional privado futuro,38,27615
3106,Nacional público,28,27615
3107,Regional público,27,27615
3108,Nacional privado,21,27615
3109,Nacional privado,24,27615
3110,Nacional privado,14,27660
3111,Nacional privado,15,27660
3112,Nacional público,38,27660
3113,Regional público,17,27660
3114,Nacional privado futuro,19,27660
3115,Nacional privado,14,27745
3116,Nacional privado,15,27745
3117,Nacional público,38,27745
3118,Regional público,17,27745
3119,Nacional privado futuro,19,27745
3120,Nacional público,21,27787
3121,Regional público,17,27787
3122,Nacional privado futuro,19,27787
3123,Nacional privado,14,27787
3124,Nacional privado,15,27787
3125,Nacional público,28,27800
3126,Regional público,27,27800
3127,Nacional privado,21,27800
3128,Nacional privado,24,27800
3129,Nacional privado futuro,27,27800
3130,Nacional público,21,27810
3131,Regional público,17,27810
3132,Nacional privado,14,27810
3133,Nacional privado,15,27810
3134,Nacional privado futuro,19,27810
3135,Local sin ánimo de lucro,26,41001
3136,Nacional privado futuro,19,41001
3137,Nacional privado futuro,19,41001
3138,Nacional privado,21,41001
3139,Nacional privado,22,41001
3140,Nacional público,16,41001
3141,Regional público,17,41001
3142,Nacional público,18,41001
3143,Regional público,17,41001
3144,Local con ánimo de lucro,23,41001
3145,Nacional privado futuro,19,41006
3146,Nacional público,18,41006
3147,Regional público,17,41006
3148,Nacional privado,14,41006
3149,Nacional privado,15,41006
3150,Nacional privado futuro,19,41013
3151,Nacional privado,14,41013
3152,Nacional privado,15,41013
3153,Nacional público,18,41013
3154,Regional público,17,41013
3155,Nacional privado futuro,19,41016
3156,Nacional privado,21,41016
3157,Nacional privado,22,41016
3158,Nacional público,16,41016
3159,Regional público,17,41016
3160,Nacional privado futuro,19,41020
3161,Nacional privado,14,41020
3162,Nacional privado,15,41020
3163,Nacional público,18,41020
3164,Regional público,17,41020
3165,Nacional privado futuro,19,41026
3166,Nacional privado,14,41026
3167,Nacional privado,15,41026
3168,Nacional público,18,41026
3169,Regional público,17,41026
3170,Nacional privado futuro,19,41078
3171,Nacional privado,21,41078
3172,Nacional privado,22,41078
3173,Nacional público,16,41078
3174,Regional público,17,41078
3175,Nacional privado,21,41132
3176,Nacional privado,22,41132
3177,Nacional público,16,41132
3178,Regional público,17,41132
3179,Nacional privado futuro,30,41132
3180,Nacional privado futuro,19,41206
3181,Nacional público,16,41206
3182,Regional público,17,41206
3183,Nacional privado,14,41206
3184,Nacional privado,15,41206
3185,Nacional público,18,41244
3186,Regional público,17,41244
3187,Nacional privado,21,41244
3188,Nacional privado,22,41244
3189,Nacional privado futuro,27,41244
3190,Nacional privado futuro,19,41298
3191,Nacional público,18,41298
3192,Regional público,17,41298
3193,Nacional privado,14,41298
3194,Nacional privado,15,41298
3195,Nacional privado futuro,19,41306
3196,Nacional privado,14,41306
3197,Nacional privado,15,41306
3198,Nacional público,18,41306
3199,Regional público,17,41306
3200,Nacional público,18,41319
3201,Regional público,17,41319
3202,Nacional privado,14,41319
3203,Nacional privado,15,41319
3204,Nacional privado futuro,19,41319
3205,Nacional privado,21,41349
3206,Nacional privado,22,41349
3207,Nacional público,16,41349
3208,Regional público,17,41349
3209,Nacional privado futuro,30,41349
3210,Nacional privado,21,41357
3211,Nacional privado,22,41357
3212,Nacional público,16,41357
3213,Regional público,17,41357
3214,Nacional privado futuro,30,41357
3215,Nacional privado futuro,19,41359
3216,Nacional privado,14,41359
3217,Nacional privado,15,41359
3218,Nacional público,18,41359
3219,Regional público,17,41359
3220,Nacional privado futuro,27,41378
3221,Nacional público,18,41378
3222,Regional público,17,41378
3223,Nacional privado,21,41378
3224,Nacional privado,22,41378
3225,Nacional privado futuro,19,41396
3226,Nacional privado,14,41396
3227,Nacional privado,15,41396
3228,Nacional público,18,41396
3229,Regional público,17,41396
3230,Nacional privado futuro,19,41483
3231,Nacional público,18,41483
3232,Regional público,17,41483
3233,Nacional privado,14,41483
3234,Nacional privado,15,41483
3235,Nacional público,18,41503
3236,Regional público,17,41503
3237,Nacional privado,14,41503
3238,Nacional privado,15,41503
3239,Nacional privado futuro,19,41503
3240,Nacional privado futuro,32,41518
3241,Nacional privado,21,41518
3242,Nacional privado,22,41518
3243,Nacional público,16,41518
3244,Regional público,17,41518
3245,Nacional privado futuro,19,41524
3246,Nacional privado,21,41524
3247,Nacional privado,22,41524
3248,Nacional público,16,41524
3249,Regional público,17,41524
3250,Nacional público,18,41530
3251,Regional público,17,41530
3252,Nacional privado,21,41530
3253,Nacional privado,22,41530
3254,Nacional privado futuro,27,41530
3255,Nacional privado futuro,19,41548
3256,Nacional privado,14,41548
3257,Nacional privado,15,41548
3258,Nacional público,18,41548
3259,Regional público,17,41548
3260,Nacional privado futuro,19,41551
3261,Nacional privado,14,41551
3262,Nacional privado,15,41551
3263,Nacional público,18,41551
3264,Regional público,17,41551
3265,Local con ánimo de lucro,23,41551
3266,Nacional público,18,41615
3267,Regional público,17,41615
3268,Nacional privado,21,41615
3269,Nacional privado,22,41615
3270,Nacional privado futuro,27,41615
3271,Nacional público,18,41660
3272,Regional público,17,41660
3273,Nacional privado,14,41660
3274,Nacional privado,15,41660
3275,Nacional privado futuro,19,41660
3276,Nacional privado futuro,19,41668
3277,Nacional privado,14,41668
3278,Nacional privado,15,41668
3279,Nacional público,18,41668
3280,Regional público,17,41668
3281,Nacional privado futuro,19,41676
3282,Nacional público,16,41676
3283,Regional público,17,41676
3284,Nacional privado,21,41676
3285,Nacional privado,22,41676
3286,Nacional público,18,41770
3287,Regional público,17,41770
3288,Nacional privado,14,41770
3289,Nacional privado,15,41770
3290,Nacional privado futuro,19,41770
3291,Nacional público,18,41791
3292,Regional público,17,41791
3293,Nacional privado,21,41791
3294,Nacional privado,22,41791
3295,Nacional privado futuro,28,41791
3296,Nacional privado futuro,32,41797
3297,Nacional público,18,41797
3298,Regional público,17,41797
3299,Nacional privado,21,41797
3300,Nacional privado,22,41797
3301,Nacional privado futuro,19,41799
3302,Nacional público,18,41799
3303,Regional público,17,41799
3304,Nacional privado,21,41799
3305,Nacional privado,22,41799
3306,Nacional público,16,41799
3307,Regional público,17,41799
3308,Nacional privado futuro,19,41801
3309,Nacional público,18,41801
3310,Regional público,17,41801
3311,Nacional privado,21,41801
3312,Nacional privado,22,41801
3313,Nacional privado futuro,19,41807
3314,Nacional privado,14,41807
3315,Nacional privado,15,41807
3316,Nacional público,18,41807
3317,Regional público,17,41807
3318,Nacional privado futuro,19,41872
3319,Nacional privado,21,41872
3320,Nacional privado,22,41872
3321,Nacional público,16,41872
3322,Regional público,17,41872
3323,Nacional privado futuro,19,41885
3324,Nacional privado,21,41885
3325,Nacional privado,22,41885
3326,Nacional público,16,41885
3327,Regional público,17,41885
3328,Local sin ánimo de lucro,21,44001
3329,Nacional privado futuro,38,44001
3330,Nacional privado,34,44001
3331,Nacional privado,32,44001
3332,Nacional público,33,44001
3333,Regional público,48,44001
3334,Local con ánimo de lucro,30,44001
3335,Nacional privado futuro,27,44035
3336,Nacional público,28,44035
3337,Regional público,48,44035
3338,Nacional privado,34,44035
3339,Nacional privado,32,44035
3340,Nacional privado futuro,27,44078
3341,Nacional privado,34,44078
3342,Nacional privado,32,44078
3343,Nacional público,33,44078
3344,Regional público,48,44078
3345,Nacional privado futuro,38,44090
3346,Nacional público,33,44090
3347,Regional público,48,44090
3348,Nacional privado,34,44090
3349,Nacional privado,32,44090
3350,Nacional privado futuro,27,44098
3351,Nacional público,33,44098
3352,Regional público,29,44098
3353,Nacional privado,34,44098
3354,Nacional privado,32,44098
3355,Nacional privado futuro,27,44110
3356,Nacional privado,34,44110
3357,Nacional privado,32,44110
3358,Nacional público,33,44110
3359,Regional público,48,44110
3360,Nacional privado futuro,27,44279
3361,Nacional privado,34,44279
3362,Nacional privado,32,44279
3363,Nacional público,33,44279
3364,Regional público,48,44279
3365,Nacional público,33,44378
3366,Regional público,48,44378
3367,Nacional privado,34,44378
3368,Nacional privado,32,44378
3369,Nacional privado futuro,27,44378
3370,Nacional privado futuro,27,44420
3371,Nacional público,28,44420
3372,Regional público,29,44420
3373,Nacional privado,34,44420
3374,Nacional privado,32,44420
3375,Nacional privado futuro,27,44430
3376,Nacional privado,34,44430
3377,Nacional privado,32,44430
3378,Nacional público,33,44430
3379,Regional público,48,44430
3380,Local con ánimo de lucro,30,44430
3381,Nacional privado futuro,38,44560
3382,Nacional privado,34,44560
3383,Nacional privado,32,44560
3384,Nacional público,33,44560
3385,Regional público,48,44560
3386,Nacional privado futuro,27,44650
3387,Nacional privado,14,44650
3388,Nacional privado,15,44650
3389,Nacional público,33,44650
3390,Regional público,29,44650
3391,Nacional privado,34,44847
3392,Nacional privado,32,44847
3393,Nacional público,33,44847
3394,Regional público,48,44847
3395,Nacional privado futuro,27,44847
3396,Local con ánimo de lucro,30,44847
3397,Nacional privado futuro,27,44855
3398,Nacional privado,34,44855
3399,Nacional privado,32,44855
3400,Nacional público,33,44855
3401,Regional público,48,44855
3402,Nacional privado futuro,27,44874
3403,Nacional privado,34,44874
3404,Nacional privado,32,44874
3405,Nacional público,33,44874
3406,Regional público,48,44874
3407,Nacional privado futuro,19,47001
3408,Nacional privado futuro,19,47001
3409,Nacional privado,14,47001
3410,Nacional privado,15,47001
3411,Nacional público,16,47001
3412,Regional público,17,47001
3413,Nacional privado,14,47001
3414,Nacional privado,15,47001
3415,Local con ánimo de lucro,30,47001
3416,Local sin ánimo de lucro,27,47001
3417,Nacional privado futuro,27,47030
3418,Nacional público,16,47030
3419,Regional público,29,47030
3420,Nacional privado,41,47030
3421,Nacional privado,38,47030
3422,Nacional privado,34,47053
3423,Nacional privado,32,47053
3424,Nacional público,16,47053
3425,Regional público,17,47053
3426,Nacional privado futuro,27,47053
3427,Nacional privado futuro,27,47058
3428,Nacional público,27,47058
3429,Regional público,29,47058
3430,Nacional privado,34,47058
3431,Nacional privado,32,47058
3432,Nacional privado futuro,38,47161
3433,Nacional público,16,47161
3434,Regional público,17,47161
3435,Nacional privado,34,47161
3436,Nacional privado,32,47161
3437,Nacional privado futuro,27,47170
3438,Nacional público,28,47170
3439,Regional público,29,47170
3440,Nacional privado,34,47170
3441,Nacional privado,32,47170
3442,Nacional privado,14,47189
3443,Nacional privado,15,47189
3444,Local con ánimo de lucro,30,47189
3445,Nacional público,16,47189
3446,Regional público,17,47189
3447,Nacional privado futuro,19,47189
3448,Nacional privado futuro,38,47205
3449,Nacional público,16,47205
3450,Regional público,17,47205
3451,Nacional privado,34,47205
3452,Nacional privado,32,47205
3453,Nacional privado futuro,50,47245
3454,Nacional privado,49,47245
3455,Nacional privado,45,47245
3456,Nacional público,27,47245
3457,Regional público,29,47245
3458,Nacional privado futuro,38,47258
3459,Nacional público,16,47258
3460,Regional público,17,47258
3461,Nacional privado,34,47258
3462,Nacional privado,32,47258
3463,Nacional privado futuro,38,47268
3464,Nacional público,16,47268
3465,Regional público,17,47268
3466,Nacional privado,34,47268
3467,Nacional privado,32,47268
3468,Nacional privado futuro,27,47288
3469,Nacional público,16,47288
3470,Regional público,17,47288
3471,Nacional privado,34,47288
3472,Nacional privado,32,47288
3473,Nacional privado futuro,50,47318
3474,Nacional privado,49,47318
3475,Nacional privado,45,47318
3476,Nacional público,27,47318
3477,Regional público,29,47318
3478,Nacional privado futuro,27,47460
3479,Nacional público,28,47460
3480,Regional público,48,47460
3481,Nacional privado,34,47460
3482,Nacional privado,32,47460
3483,Nacional privado futuro,38,47541
3484,Nacional público,16,47541
3485,Regional público,17,47541
3486,Nacional privado,34,47541
3487,Nacional privado,32,47541
3488,Nacional privado,49,47545
3489,Nacional privado,45,47545
3490,Nacional público,27,47545
3491,Regional público,29,47545
3492,Nacional privado futuro,27,47545
3493,Nacional privado futuro,27,47551
3494,Nacional público,16,47551
3495,Regional público,29,47551
3496,Nacional privado,34,47551
3497,Nacional privado,32,47551
3498,Nacional privado futuro,19,47555
3499,Nacional privado,14,47555
3500,Nacional privado,15,47555
3501,Nacional público,16,47555
3502,Regional público,17,47555
3503,Nacional privado futuro,38,47570
3504,Nacional público,16,47570
3505,Regional público,17,47570
3506,Nacional privado,34,47570
3507,Nacional privado,32,47570
3508,Nacional privado futuro,38,47605
3509,Nacional público,16,47605
3510,Regional público,17,47605
3511,Nacional privado,34,47605
3512,Nacional privado,32,47605
3513,Nacional privado futuro,27,47660
3514,Nacional público,16,47660
3515,Regional público,17,47660
3516,Nacional privado,34,47660
3517,Nacional privado,32,47660
3518,Nacional privado futuro,38,47675
3519,Nacional público,16,47675
3520,Regional público,17,47675
3521,Nacional privado,34,47675
3522,Nacional privado,32,47675
3523,Nacional privado futuro,50,47692
3524,Nacional privado,49,47692
3525,Nacional privado,45,47692
3526,Nacional público,27,47692
3527,Regional público,29,47692
3528,Nacional privado futuro,50,47703
3529,Nacional privado,49,47703
3530,Nacional privado,45,47703
3531,Nacional público,27,47703
3532,Regional público,29,47703
3533,Nacional privado,34,47707
3534,Nacional privado,32,47707
3535,Nacional público,27,47707
3536,Regional público,29,47707
3537,Nacional privado futuro,27,47707
3538,Nacional privado,14,47720
3539,Nacional privado,15,47720
3540,Nacional público,33,47720
3541,Regional público,29,47720
3542,Nacional privado futuro,19,47720
3543,Nacional privado futuro,19,47745
3544,Nacional público,16,47745
3545,Regional público,17,47745
3546,Nacional privado,14,47745
3547,Nacional privado,15,47745
3548,Nacional privado futuro,19,47798
3549,Nacional público,16,47798
3550,Regional público,17,47798
3551,Nacional privado,34,47798
3552,Nacional privado,32,47798
3553,Nacional privado futuro,38,47960
3554,Nacional público,33,47960
3555,Regional público,48,47960
3556,Nacional privado,34,47960
3557,Nacional privado,32,47960
3558,Nacional privado futuro,38,47980
3559,Nacional público,33,47980
3560,Regional público,48,47980
3561,Nacional privado,34,47980
3562,Nacional privado,32,47980
3563,Nacional privado futuro,19,50001
3564,Nacional público,16,50001
3565,Regional público,17,50001
3566,Nacional privado,14,50001
3567,Nacional privado,15,50001
3568,Local con ánimo de lucro,24,50001
3569,Local sin ánimo de lucro,25,50001
3570,Nacional privado futuro,19,50006
3571,Nacional público,16,50006
3572,Regional público,17,50006
3573,Nacional privado,14,50006
3574,Local sin ánimo de lucro,25,50006
3575,Nacional privado,15,50006
3576,Local con ánimo de lucro,24,50006
3577,Nacional privado futuro,19,50110
3578,Nacional público,16,50110
3579,Regional público,17,50110
3580,Nacional privado,14,50110
3581,Nacional privado,15,50110
3582,Nacional privado futuro,19,50124
3583,Nacional público,16,50124
3584,Regional público,17,50124
3585,Nacional privado,14,50124
3586,Nacional privado,15,50124
3587,Nacional privado futuro,19,50150
3588,Nacional público,16,50150
3589,Regional público,17,50150
3590,Nacional privado,14,50150
3591,Nacional privado,15,50150
3592,Nacional privado futuro,19,50223
3593,Nacional público,16,50223
3594,Regional público,17,50223
3595,Nacional privado,14,50223
3596,Nacional privado,15,50223
3597,Nacional privado futuro,19,50226
3598,Nacional público,16,50226
3599,Regional público,17,50226
3600,Nacional privado,14,50226
3601,Nacional privado,15,50226
3602,Nacional privado futuro,19,50245
3603,Nacional público,16,50245
3604,Regional público,17,50245
3605,Nacional privado,14,50245
3606,Nacional privado,15,50245
3607,Nacional privado futuro,19,50251
3608,Nacional público,16,50251
3609,Regional público,17,50251
3610,Nacional privado,14,50251
3611,Nacional privado,15,50251
3612,Nacional privado futuro,19,50270
3613,Nacional público,16,50270
3614,Regional público,17,50270
3615,Nacional privado,14,50270
3616,Nacional privado,15,50270
3617,Nacional privado futuro,19,50287
3618,Nacional público,16,50287
3619,Regional público,17,50287
3620,Nacional privado,14,50287
3621,Nacional privado,15,50287
3622,Nacional privado futuro,19,50313
3623,Nacional público,16,50313
3624,Regional público,17,50313
3625,Nacional privado,14,50313
3626,Nacional privado,15,50313
3627,Nacional privado futuro,19,50318
3628,Nacional público,16,50318
3629,Regional público,17,50318
3630,Nacional privado,14,50318
3631,Nacional privado,15,50318
3632,Nacional privado,14,50325
3633,Nacional privado,15,50325
3634,Nacional público,16,50325
3635,Nacional privado futuro,19,50325
3636,Regional público,17,50325
3637,Nacional privado,14,50330
3638,Nacional privado,15,50330
3639,Nacional público,16,50330
3640,Nacional privado futuro,19,50330
3641,Regional público,17,50330
3642,Nacional privado,14,50350
3643,Nacional privado,15,50350
3644,Nacional público,16,50350
3645,Nacional privado futuro,19,50350
3646,Regional público,17,50350
3647,Nacional privado,14,50370
3648,Nacional privado,15,50370
3649,Nacional público,16,50370
3650,Nacional privado futuro,19,50370
3651,Regional público,17,50370
3652,Nacional privado,14,50400
3653,Nacional privado,15,50400
3654,Nacional público,16,50400
3655,Nacional privado futuro,19,50400
3656,Regional público,17,50400
3657,Nacional privado,14,50450
3658,Nacional privado,15,50450
3659,Nacional público,16,50450
3660,Nacional privado futuro,19,50450
3661,Regional público,17,50450
3662,Nacional privado futuro,19,50568
3663,Nacional privado,14,50568
3664,Nacional privado,15,50568
3665,Nacional público,16,50568
3666,Regional público,17,50568
3667,Nacional privado futuro,19,50573
3668,Nacional público,16,50573
3669,Regional público,17,50573
3670,Nacional privado,14,50573
3671,Nacional privado,15,50573
3672,Nacional privado futuro,19,50577
3673,Nacional privado,14,50577
3674,Nacional privado,15,50577
3675,Nacional público,16,50577
3676,Regional público,17,50577
3677,Nacional privado futuro,19,50590
3678,Nacional privado,14,50590
3679,Nacional privado,15,50590
3680,Nacional público,16,50590
3681,Regional público,17,50590
3682,Nacional privado futuro,19,50606
3683,Nacional público,16,50606
3684,Regional público,17,50606
3685,Nacional privado,14,50606
3686,Nacional privado,15,50606
3687,Nacional privado futuro,19,50680
3688,Nacional público,16,50680
3689,Regional público,17,50680
3690,Nacional privado,14,50680
3691,Nacional privado,15,50680
3692,Nacional privado futuro,19,50683
3693,Nacional público,16,50683
3694,Regional público,17,50683
3695,Nacional privado,14,50683
3696,Nacional privado,15,50683
3697,Nacional privado futuro,19,50686
3698,Nacional público,16,50686
3699,Regional público,17,50686
3700,Nacional privado,14,50686
3701,Nacional privado,15,50686
3702,Nacional privado futuro,19,50689
3703,Nacional público,16,50689
3704,Regional público,17,50689
3705,Nacional privado,14,50689
3706,Nacional privado,15,50689
3707,Nacional privado futuro,19,50711
3708,Nacional privado,14,50711
3709,Nacional privado,15,50711
3710,Nacional público,16,50711
3711,Regional público,17,50711
3712,Local sin ánimo de lucro,26,52001
3713,Nacional privado futuro,28,52001
3714,Nacional privado,14,52001
3715,Nacional privado,16,52001
3716,Nacional público,18,52001
3717,Regional público,20,52001
3718,Local con ánimo de lucro,36,52001
3719,Nacional privado futuro,28,52019
3720,Nacional público,18,52019
3721,Regional público,20,52019
3722,Nacional privado,14,52019
3723,Nacional privado,16,52019
3724,Nacional privado futuro,30,52022
3725,Nacional público,18,52022
3726,Regional público,20,52022
3727,Nacional privado,14,52022
3728,Nacional privado,16,52022
3729,Nacional privado futuro,27,52036
3730,Nacional público,18,52036
3731,Regional público,20,52036
3732,Nacional privado,14,52036
3733,Nacional privado,16,52036
3734,Nacional privado futuro,28,52051
3735,Nacional privado,14,52051
3736,Nacional privado,16,52051
3737,Nacional público,18,52051
3738,Regional público,20,52051
3739,Nacional privado futuro,28,52079
3740,Nacional privado,14,52079
3741,Nacional privado,16,52079
3742,Nacional público,18,52079
3743,Regional público,20,52079
3744,Nacional privado,21,52083
3745,Nacional privado,22,52083
3746,Nacional público,33,52083
3747,Regional público,17,52083
3748,Nacional privado futuro,27,52083
3749,Nacional privado futuro,28,52110
3750,Nacional público,18,52110
3751,Regional público,20,52110
3752,Nacional privado,14,52110
3753,Nacional privado,16,52110
3754,Nacional privado futuro,28,52203
3755,Nacional privado,14,52203
3756,Nacional privado,16,52203
3757,Nacional público,18,52203
3758,Regional público,20,52203
3759,Nacional privado futuro,28,52207
3760,Nacional privado,14,52207
3761,Nacional privado,16,52207
3762,Nacional público,18,52207
3763,Regional público,20,52207
3764,Nacional público,18,52210
3765,Regional público,20,52210
3766,Nacional privado,14,52210
3767,Nacional privado,16,52210
3768,Nacional privado futuro,19,52210
3769,Nacional privado futuro,28,52215
3770,Nacional privado,14,52215
3771,Nacional privado,16,52215
3772,Nacional público,18,52215
3773,Regional público,20,52215
3774,Nacional privado futuro,30,52224
3775,Nacional público,18,52224
3776,Regional público,20,52224
3777,Nacional privado,14,52224
3778,Nacional privado,16,52224
3779,Nacional privado futuro,28,52227
3780,Nacional privado,14,52227
3781,Nacional privado,16,52227
3782,Nacional público,18,52227
3783,Regional público,20,52227
3784,Nacional privado futuro,27,52233
3785,Nacional privado,21,52233
3786,Nacional privado,22,52233
3787,Nacional público,18,52233
3788,Regional público,20,52233
3789,Nacional privado futuro,27,52240
3790,Nacional público,33,52240
3791,Regional público,35,52240
3792,Nacional privado,14,52240
3793,Nacional privado,16,52240
3794,Nacional privado futuro,27,52250
3795,Nacional privado,21,52250
3796,Nacional privado,22,52250
3797,Nacional público,18,52250
3798,Regional público,20,52250
3799,Nacional público,18,52254
3800,Regional público,20,52254
3801,Nacional privado,14,52254
3802,Nacional privado,22,52254
3803,Nacional privado futuro,27,52254
3804,Nacional privado futuro,27,52256
3805,Nacional público,18,52256
3806,Regional público,17,52256
3807,Nacional privado,21,52256
3808,Nacional privado,22,52256
3809,Regional público,17,52258
3810,Nacional público,18,52258
3811,Nacional privado futuro,28,52258
3812,Nacional privado,14,52258
3813,Nacional privado,16,52258
3814,Nacional privado futuro,28,52260
3815,Nacional privado,14,52260
3816,Nacional privado,16,52260
3817,Nacional público,18,52260
3818,Regional público,20,52260
3819,Nacional privado futuro,28,52287
3820,Nacional privado,14,52287
3821,Nacional privado,16,52287
3822,Nacional público,18,52287
3823,Regional público,20,52287
3824,Nacional privado futuro,28,52317
3825,Nacional privado,14,52317
3826,Nacional privado,16,52317
3827,Nacional público,18,52317
3828,Regional público,20,52317
3829,Nacional privado futuro,28,52320
3830,Nacional privado,14,52320
3831,Nacional privado,16,52320
3832,Nacional público,18,52320
3833,Regional público,20,52320
3834,Nacional privado futuro,28,52323
3835,Nacional privado,14,52323
3836,Nacional privado,16,52323
3837,Nacional público,18,52323
3838,Regional público,20,52323
3839,Nacional privado futuro,28,52352
3840,Nacional privado,14,52352
3841,Nacional privado,16,52352
3842,Nacional público,18,52352
3843,Regional público,20,52352
3844,Nacional privado futuro,28,52354
3845,Nacional privado,14,52354
3846,Nacional privado,16,52354
3847,Nacional público,18,52354
3848,Regional público,20,52354
3849,Local sin ánimo de lucro,26,52356
3850,Nacional privado futuro,28,52356
3851,Nacional privado,14,52356
3852,Nacional privado,16,52356
3853,Nacional público,18,52356
3854,Regional público,20,52356
3855,Local con ánimo de lucro,32,52356
3856,Nacional privado futuro,27,52378
3857,Nacional público,33,52378
3858,Regional público,17,52378
3859,Nacional privado,21,52378
3860,Nacional privado,22,52378
3861,Nacional privado futuro,28,52381
3862,Nacional público,18,52381
3863,Regional público,17,52381
3864,Nacional privado,14,52381
3865,Nacional privado,16,52381
3866,Nacional público,18,52385
3867,Regional público,20,52385
3868,Nacional privado,14,52385
3869,Nacional privado,16,52385
3870,Nacional privado futuro,28,52385
3871,Nacional privado futuro,27,52390
3872,Nacional privado,21,52390
3873,Nacional privado,22,52390
3874,Nacional público,18,52390
3875,Regional público,20,52390
3876,Nacional privado futuro,27,52399
3877,Nacional privado,21,52399
3878,Nacional privado,22,52399
3879,Nacional público,18,52399
3880,Regional público,20,52399
3881,Nacional privado,21,52405
3882,Nacional privado,22,52405
3883,Nacional público,33,52405
3884,Regional público,35,52405
3885,Nacional privado futuro,27,52405
3886,Nacional privado,14,52411
3887,Nacional privado,16,52411
3888,Nacional público,33,52411
3889,Regional público,35,52411
3890,Nacional privado futuro,28,52411
3891,Nacional privado futuro,28,52418
3892,Nacional privado,14,52418
3893,Nacional privado,16,52418
3894,Nacional público,18,52418
3895,Regional público,20,52418
3896,Nacional privado futuro,28,52427
3897,Nacional privado,14,52427
3898,Nacional privado,16,52427
3899,Nacional público,18,52427
3900,Regional público,20,52427
3901,Nacional privado futuro,28,52435
3902,Nacional público,18,52435
3903,Regional público,20,52435
3904,Nacional privado,14,52435
3905,Nacional privado,16,52435
3906,Nacional privado futuro,27,52473
3907,Nacional privado,21,52473
3908,Nacional privado,22,52473
3909,Nacional público,18,52473
3910,Regional público,20,52473
3911,Nacional privado,14,52480
3912,Nacional privado,22,52480
3913,Nacional público,18,52480
3914,Regional público,20,52480
3915,Nacional privado futuro,27,52480
3916,Nacional privado futuro,19,52490
3917,Nacional privado,14,52490
3918,Nacional privado,15,52490
3919,Nacional público,18,52490
3920,Regional público,20,52490
3921,Nacional privado futuro,28,52506
3922,Nacional privado,14,52506
3923,Nacional privado,16,52506
3924,Nacional público,18,52506
3925,Regional público,20,52506
3926,Nacional privado futuro,27,52520
3927,Nacional privado,21,52520
3928,Nacional privado,22,52520
3929,Nacional público,18,52520
3930,Regional público,20,52520
3931,Nacional privado,14,52540
3932,Nacional privado,15,52540
3933,Nacional público,18,52540
